track,artist,valence_tags,arousal_tags,dominance_tags,genre,emotion,tags_with_weights,tag_text
Napoleon (Re-recorded version),Ani DiFranco,6.134999999999999,5.21,6.53,alternative,happy,"[('alternative', 100), ('female vocalists', 100), ('indie pop', 67), ('Progressive rock', 67), ('singer-songwriter', 34), ('favorites', 34), ('Passionate', 34), ('poignant', 34), ('Good Stuff', 34), ('Hauskaa', 34), ('djlink76', 34), ('feeling angst', 34)]",alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists indie pop indie pop indie pop indie pop indie pop indie pop Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock singer-songwriter singer-songwriter singer-songwriter favorites favorites favorites Passionate Passionate Passionate poignant poignant poignant Good Stuff Good Stuff Good Stuff Hauskaa Hauskaa Hauskaa djlink76 djlink76 djlink76 feeling angst feeling angst feeling angst
Detroit City,Alice Cooper,4.24,5.19,5.349999999999999,hard rock,sad,"[('hard rock', 100), ('classic rock', 14), ('rock', 14), ('Alice Cooper', 14), ('2003', 7), ('feel good', 7), ('detroit', 7), ('old school', 7), ('Garage Rock', 7), ('places', 7), ('male vocals', 7), ('2000s', 7), ('cities', 7), ('english lyrics', 7), ('6 of 10 stars', 7), ('american artist', 7), ('Michigan', 7), ('sarcastic', 7), ('jamming', 7), ('pioneers', 7)]",hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock classic rock rock Alice Cooper
alcohol,カヒミ・カリィ,5.278440366972477,4.873761467889907,4.532981651376146,rock,happy,"[('japanese', 100), ('rock', 92), ('female vocalists', 92), ('JPop', 92), ('drugs', 92), ('boring', 92), ('garbage', 92), ('idiot', 92), ('hipster', 92), ('generic', 92), ('best of 2017', 92), ('FLOP', 92), ('hipster garbage', 92), ('Uncreative', 92), ('not experimental', 92), ('2017', 92), ('experimental my ass', 92), ('worst of 2017', 92), ('worst albums of 2017', 92), ('noise', 84)]",japanese japanese japanese japanese japanese japanese japanese japanese japanese japanese rock rock rock rock rock rock rock rock rock female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists JPop JPop JPop JPop JPop JPop JPop JPop JPop drugs drugs drugs drugs drugs drugs drugs drugs drugs boring boring boring boring boring boring boring boring boring garbage garbage garbage garbage garbage garbage garbage garbage garbage idiot idiot idiot idiot idiot idiot idiot idiot idiot hipster hipster hipster hipster hipster hipster hipster hipster hipster generic generic generic generic generic generic generic generic generic best of 2017 best of 2017 best of 2017 best of 2017 best of 2017 best of 2017 best of 2017 best of 2017 best of 2017 FLOP FLOP FLOP FLOP FLOP FLOP FLOP FLOP FLOP hipster garbage hipster garbage hipster garbage hipster garbage hipster garbage hipster garbage hipster garbage hipster garbage hipster garbage Uncreative Uncreative Uncreative Uncreative Uncreative Uncreative Uncreative Uncreative Uncreative not experimental not experimental not experimental not experimental not experimental not experimental not experimental not experimental not experimental 2017 2017 2017 2017 2017 2017 2017 2017 2017 experimental my ass experimental my ass experimental my ass experimental my ass experimental my ass experimental my ass experimental my ass experimental my ass experimental my ass worst of 2017 worst of 2017 worst of 2017 worst of 2017 worst of 2017 worst of 2017 worst of 2017 worst of 2017 worst of 2017 worst albums of 2017 worst albums of 2017 worst albums of 2017 worst albums of 2017 worst albums of 2017 worst albums of 2017 worst albums of 2017 worst albums of 2017 worst albums of 2017 noise noise noise noise noise noise noise noise
Come un sospiro,Yanni,7.0,4.43,5.95,drama,happy,"[('elegant', 100), ('8 of 10 stars', 100), ('emotion', 100), ('drama', 100), ('classy', 100)]",elegant elegant elegant elegant elegant elegant elegant elegant elegant elegant 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars emotion emotion emotion emotion emotion emotion emotion emotion emotion emotion drama drama drama drama drama drama drama drama drama drama classy classy classy classy classy classy classy classy classy classy
Em Nagoya Eu Vi Eriko,Seu Jorge,8.0,5.76,7.32,reggae,happy,"[('brasil', 100), ('reggae', 67), ('world', 67), ('summer', 67), ('Bossa Nova', 34), ('cheerful', 34), ('fip', 34), ('on an island above', 34), ('krut', 34)]",brasil brasil brasil brasil brasil brasil brasil brasil brasil brasil reggae reggae reggae reggae reggae reggae world world world world world world summer summer summer summer summer summer Bossa Nova Bossa Nova Bossa Nova cheerful cheerful cheerful fip fip fip on an island above on an island above on an island above krut krut krut
Shoot First,moe.,3.05,3.05,5.79,rock,sad,"[('Jam', 100), ('rock', 50), ('jam band', 50), ('country rock', 50), ('lazy', 50), ('moe', 50)]",Jam Jam Jam Jam Jam Jam Jam Jam Jam Jam rock rock rock rock rock jam band jam band jam band jam band jam band country rock country rock country rock country rock country rock lazy lazy lazy lazy lazy moe moe moe moe moe
Nataraj - Black Phone,Jai Uttal,4.9799999999999995,2.49,4.325,mantra,sad,"[('Indian Fusion', 100), ('mantra', 67), ('world', 50), ('Meditation', 50), ('electronic', 34), ('ambient', 34), ('yoga', 34), ('Kirtan', 34), ('trance', 17), ('chillout', 17), ('trip-hop', 17), ('Mellow', 17), ('ethereal', 17), ('relaxing', 17), ('world fusion', 17), ('meditative', 17), ('relaxation', 17), ('india', 17), ('chant', 17), ('Hindu', 17)]",Indian Fusion Indian Fusion Indian Fusion Indian Fusion Indian Fusion Indian Fusion Indian Fusion Indian Fusion Indian Fusion Indian Fusion mantra mantra mantra mantra mantra mantra world world world world world Meditation Meditation Meditation Meditation Meditation electronic electronic electronic ambient ambient ambient yoga yoga yoga Kirtan Kirtan Kirtan trance chillout trip-hop Mellow ethereal relaxing world fusion meditative relaxation india chant Hindu
"Beloved, You've come Today- Tumi Je Esecho Aj",JYosna La Trobe,2.91,2.41,3.15,acoustic,sad,"[('acoustic', 100), ('spiritual', 100), ('devotional', 100), ('bhajan', 100)]",acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic spiritual spiritual spiritual spiritual spiritual spiritual spiritual spiritual spiritual spiritual devotional devotional devotional devotional devotional devotional devotional devotional devotional devotional bhajan bhajan bhajan bhajan bhajan bhajan bhajan bhajan bhajan bhajan
2 Ghosts I,Nine Inch Nails,5.2588,3.8392,4.9629,ambient,happy,"[('instrumental', 100), ('ambient', 83), ('industrial', 77), ('atmospheric', 42), ('Dark-Ambient', 30), ('electronic', 27), ('rock', 27), ('beautiful', 24), ('industrial rock', 21), ('experimental', 18), ('dark ambient', 18), ('00s', 18), ('dark', 15), ('nine inch nails', 15), ('trent reznor', 15), ('alternative rock', 12), ('piano', 12), ('american', 12), ('Mellow', 12), ('modern vs classical', 12)]",instrumental instrumental instrumental instrumental instrumental instrumental instrumental instrumental instrumental instrumental ambient ambient ambient ambient ambient ambient ambient ambient industrial industrial industrial industrial industrial industrial industrial atmospheric atmospheric atmospheric atmospheric Dark-Ambient Dark-Ambient Dark-Ambient electronic electronic rock rock beautiful beautiful industrial rock industrial rock experimental dark ambient 00s dark nine inch nails trent reznor alternative rock piano american Mellow modern vs classical
A Dance With Dragons,Slice the Cake,5.0,5.28,6.24,djent,sad,"[('DJENT', 100), ('Progressive', 100), ('deathcore', 100), ('technical', 100), ('Extreme', 100)]",DJENT DJENT DJENT DJENT DJENT DJENT DJENT DJENT DJENT DJENT Progressive Progressive Progressive Progressive Progressive Progressive Progressive Progressive Progressive Progressive deathcore deathcore deathcore deathcore deathcore deathcore deathcore deathcore deathcore deathcore technical technical technical technical technical technical technical technical technical technical Extreme Extreme Extreme Extreme Extreme Extreme Extreme Extreme Extreme Extreme
This Moment,Matt Wertz,7.525,3.635,5.84,pop,happy,"[('pop', 100), ('singer-songwriter', 100), ('easy listening', 100), ('Matt Wentz', 67), ('alternative rock', 34), ('Love', 34), ('Awesome', 34), ('christian', 34), ('relaxing', 34), ('male vocalists', 34), ('singer songwriter', 34), ('english', 34), ('wow', 34), ('soothing', 34), ('3 of 10 stars', 34), ('random mix', 34), ('music to disappear in', 34), ('Matt Wertz', 34), ('lighter than air', 34), ('us-singer', 34)]",pop pop pop pop pop pop pop pop pop pop singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter easy listening easy listening easy listening easy listening easy listening easy listening easy listening easy listening easy listening easy listening Matt Wentz Matt Wentz Matt Wentz Matt Wentz Matt Wentz Matt Wentz alternative rock alternative rock alternative rock Love Love Love Awesome Awesome Awesome christian christian christian relaxing relaxing relaxing male vocalists male vocalists male vocalists singer songwriter singer songwriter singer songwriter english english english wow wow wow soothing soothing soothing 3 of 10 stars 3 of 10 stars 3 of 10 stars random mix random mix random mix music to disappear in music to disappear in music to disappear in Matt Wertz Matt Wertz Matt Wertz lighter than air lighter than air lighter than air us-singer us-singer us-singer
Mad Izm (Featuring KRS-One),Channel Live,5.84,4.633333333333334,5.98,hip-hop,happy,"[('Hip-Hop', 100), ('90s', 100), ('underground', 100), ('witty', 100), ('Brash', 100), ('Bravado', 100), ('classic hip-hop', 100), ('mad izm', 100)]",Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop 90s 90s 90s 90s 90s 90s 90s 90s 90s 90s underground underground underground underground underground underground underground underground underground underground witty witty witty witty witty witty witty witty witty witty Brash Brash Brash Brash Brash Brash Brash Brash Brash Brash Bravado Bravado Bravado Bravado Bravado Bravado Bravado Bravado Bravado Bravado classic hip-hop classic hip-hop classic hip-hop classic hip-hop classic hip-hop classic hip-hop classic hip-hop classic hip-hop classic hip-hop classic hip-hop mad izm mad izm mad izm mad izm mad izm mad izm mad izm mad izm mad izm mad izm
Pedal Steel,Stephen Kellogg & the Sixers,5.9,3.81,6.67,unknown,happy,"[('earnest', 100), ('stuck in my head for days at a time', 100)]",earnest earnest earnest earnest earnest earnest earnest earnest earnest earnest stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time stuck in my head for days at a time
Suzy & Jeffrey,Blondie,4.932,3.814,4.686,new wave,sad,"[('new wave', 100), ('pop', 75), ('80s', 75), ('punk', 50), ('1980', 50), ('debbie harry', 50), ('Blondie', 50), ('Songs with names', 50), ('rock', 25), ('70s', 25), ('instrumental', 25), ('alternative', 25), ('alternative rock', 25), ('experimental', 25), ('sad', 25), ('female vocalists', 25), ('beautiful', 25), ('guitar', 25), ('atmospheric', 25), ('haunting', 25)]",new wave new wave new wave new wave new wave new wave new wave new wave new wave new wave pop pop pop pop pop pop pop 80s 80s 80s 80s 80s 80s 80s punk punk punk punk punk 1980 1980 1980 1980 1980 debbie harry debbie harry debbie harry debbie harry debbie harry Blondie Blondie Blondie Blondie Blondie Songs with names Songs with names Songs with names Songs with names Songs with names rock rock 70s 70s instrumental instrumental alternative alternative alternative rock alternative rock experimental experimental sad sad female vocalists female vocalists beautiful beautiful guitar guitar atmospheric atmospheric haunting haunting
Maenam,Jami Sieber,4.5912500000000005,3.4137500000000003,4.976249999999999,cello,sad,"[('braid', 100), ('cello', 90), ('ambient', 70), ('Meditation', 30), ('meditative', 30), ('instrumental', 20), ('world', 20), ('Mellow', 20), ('ethereal', 20), ('relaxing', 20), ('all time fav', 20), ('electronica', 10), ('Classical', 10), ('favorites', 10), ('piano', 10), ('new age', 10), ('beautiful', 10), ('strings', 10), ('cinematic', 10), ('beauty', 10)]",braid braid braid braid braid braid braid braid braid braid cello cello cello cello cello cello cello cello cello ambient ambient ambient ambient ambient ambient ambient Meditation Meditation Meditation meditative meditative meditative instrumental instrumental world world Mellow Mellow ethereal ethereal relaxing relaxing all time fav all time fav electronica Classical favorites piano new age beautiful strings cinematic beauty
Sun,Cabinet of Natural Curiosities,6.269,3.711,5.602,folk,happy,"[('folk', 100), ('indie', 75), ('acoustic', 75), ('Dreamy', 75), ('00s', 75), ('hayfields and sunshine', 75), ('female vocalists', 50), ('Lo-Fi', 50), ('bells', 50), ('haunting', 50), ('fragile', 50), ('indie folk', 50), ('great lyrics', 50), ('psychedelic folk', 50), ('yes', 50), ('psych-folk', 50), ('honey', 50), ('twinkles and fuzz', 50), ('female', 25), ('chill', 25)]",folk folk folk folk folk folk folk folk folk folk indie indie indie indie indie indie indie acoustic acoustic acoustic acoustic acoustic acoustic acoustic Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy 00s 00s 00s 00s 00s 00s 00s hayfields and sunshine hayfields and sunshine hayfields and sunshine hayfields and sunshine hayfields and sunshine hayfields and sunshine hayfields and sunshine female vocalists female vocalists female vocalists female vocalists female vocalists Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi bells bells bells bells bells haunting haunting haunting haunting haunting fragile fragile fragile fragile fragile indie folk indie folk indie folk indie folk indie folk great lyrics great lyrics great lyrics great lyrics great lyrics psychedelic folk psychedelic folk psychedelic folk psychedelic folk psychedelic folk yes yes yes yes yes psych-folk psych-folk psych-folk psych-folk psych-folk honey honey honey honey honey twinkles and fuzz twinkles and fuzz twinkles and fuzz twinkles and fuzz twinkles and fuzz female female chill chill
